ContainerID,cycle_duration_days,Avg_Dist,Spearman,collection_fill_percentage,avg_daily_fill_growth,overflow_flag
1000,6,79.33333333333333,90.17599369819176,100.0,16.666666666666668,1
1000,4,79.66666666666667,85.33011484916683,90.5,22.625,1
1000,7,85.44444444444444,86.19322310183946,100.0,14.285714285714286,1
1000,3,85.41666666666667,85.76569119904063,50.5,16.833333333333332,0
1000,4,76.76,88.78629197689047,68.0,17.0,0
1000,7,82.24,91.35393541443634,100.0,14.285714285714286,1
1000,7,100.0,96.36241116594316,100.0,14.285714285714286,1
1000,3,84.04166666666667,90.5368370521245,73.0,24.333333333333332,0
1000,7,80.42857142857143,91.0565189960609,100.0,14.285714285714286,1
1000,7,77.0,83.03707538468787,100.0,14.285714285714286,1
1000,7,83.53846153846155,87.07219028486041,100.0,14.285714285714286,1
1000,4,95.0,93.98272507881656,62.0,15.5,0
1000,3,90.75,73.19250547114,55.0,18.333333333333332,0
1000,4,75.56,84.71786235311694,39.0,9.75,0
1000,6,86.25,89.28337533084465,100.0,16.666666666666668,1
1000,7,83.0,92.6757076061675,100.0,14.285714285714286,1
1000,7,87.8,88.4162778312701,100.0,14.285714285714286,1
1000,4,80.44444444444444,87.47454191623667,65.0,16.25,0
1000,6,78.75,88.86017810165339,100.0,16.666666666666668,1
1000,7,92.11764705882354,95.51888512249678,100.0,14.285714285714286,1
1000,7,100.0,95.43135154205278,89.0,12.714285714285714,1
1000,4,71.32,73.59914254434375,56.0,14.0,0
1000,7,83.04761904761905,88.73728006127423,88.5,12.642857142857142,1
1000,7,80.38095238095238,81.34603067312166,91.0,13.0,1
1000,7,72.53846153846155,83.59709164361216,91.0,13.0,1
1000,7,81.52173913043478,76.03509103165551,100.0,14.285714285714286,1
1000,7,89.21428571428571,88.74588342445942,100.0,14.285714285714286,1
1000,7,100.0,100.0,100.0,14.285714285714286,1
1000,3,86.78571428571429,82.59931931392882,57.0,19.0,0
1000,4,80.27777777777777,75.92534679044569,100.0,25.0,1
